,PontosCredito,Idade,VinculoEmpresa,DinheiroRestante,NumProdutosComprados,CartaoCredito,MembroAtivo,SalarioEstimado,Pais_France,Pais_Germany,Pais_Spain,Sexo_Male,Sexo_Female,Churn
2111,677,40,5,0.0,2,1,0,88947.56,0,0,1,1,0,0
2112,769,38,6,0.0,2,0,0,104393.78,0,0,1,1,0,0
2113,741,42,9,121056.63,2,1,0,39122.58,0,0,1,0,1,0
2114,631,35,8,129205.49,1,1,1,79146.36,1,0,0,1,0,0
2115,559,36,1,104356.94,2,0,1,54184.06,0,1,0,0,1,0
2116,469,35,5,0.0,2,1,0,186490.37,0,0,1,1,0,0
2117,497,35,7,110053.62,2,1,1,92887.06,0,1,0,1,0,0
2118,679,39,6,0.0,2,1,0,12266.06,0,0,1,1,0,0
2119,718,25,4,108691.95,1,1,0,63030.97,1,0,0,0,1,0
2120,782,36,1,148795.17,2,1,1,195681.43,1,0,0,1,0,0
2121,490,35,7,107749.03,1,1,1,3937.37,1,0,0,0,1,0
2122,649,20,5,0.0,2,1,1,58309.54,0,0,1,1,0,0
2123,645,30,1,125739.26,1,1,1,193441.23,1,0,0,1,0,0
2124,795,33,9,104552.72,1,1,1,120853.83,0,1,0,0,1,1
2125,604,53,8,144453.75,1,1,0,190998.96,1,0,0,1,0,1
2126,844,41,10,76319.64,1,1,1,141175.18,1,0,0,0,1,1
2127,762,39,2,81273.13,1,1,1,18719.67,0,0,1,1,0,0
2128,575,37,0,0.0,2,0,0,30114.32,0,0,1,0,1,0
2129,687,34,5,128270.56,1,1,0,191092.62,1,0,0,1,0,0
2130,683,35,9,61172.04,1,0,0,82951.12,0,0,1,1,0,0
2131,688,35,5,111578.18,1,0,0,166165.93,0,1,0,1,0,1
2132,625,45,3,0.0,1,1,1,184474.15,1,0,0,0,1,1
2133,669,30,7,95128.86,1,0,0,19799.26,1,0,0,1,0,0
2134,742,60,4,0.0,1,1,1,13161.66,1,0,0,0,1,1
2135,730,34,1,0.0,2,1,1,126592.01,1,0,0,1,0,0
2136,484,55,8,149349.58,3,0,0,137519.92,0,1,0,0,1,1
2137,650,61,1,152968.73,1,0,1,82970.69,0,0,1,1,0,0
2138,672,33,2,0.0,2,1,1,182738.0,0,0,1,1,0,0
2139,539,24,3,0.0,2,1,1,198161.07,1,0,0,0,1,0
2140,556,40,9,129860.37,1,0,0,17992.94,1,0,0,0,1,0
2141,573,35,9,206868.78,2,0,1,102986.15,0,1,0,0,1,0
2142,518,27,1,133801.49,1,1,1,143315.57,1,0,0,0,1,0
2143,615,30,8,0.0,2,0,0,3183.15,1,0,0,1,0,0
2144,526,42,1,0.0,1,0,1,168486.02,1,0,0,1,0,0
2145,718,35,2,167924.95,1,1,0,43024.64,1,0,0,0,1,0
2146,809,80,8,0.0,2,0,1,34164.05,0,0,1,1,0,0
2147,597,67,2,0.0,2,0,1,108645.85,1,0,0,1,0,0
2148,657,75,7,126273.95,1,0,1,91673.6,0,0,1,1,0,0
2149,726,48,4,0.0,1,1,0,114020.06,1,0,0,0,1,1
2150,533,39,2,0.0,1,0,1,73669.94,1,0,0,0,1,1
2151,739,41,5,0.0,2,0,0,143882.25,1,0,0,1,0,0
2152,555,62,4,119817.33,1,0,1,43507.1,0,1,0,1,0,1
2153,795,35,8,0.0,2,1,0,167155.36,0,0,1,1,0,0
2154,727,43,2,97403.18,1,1,1,107415.02,0,0,1,1,0,1
2155,641,31,9,112494.99,1,1,1,32231.6,1,0,0,1,0,0
2156,665,51,8,0.0,1,1,1,38928.48,0,0,1,0,1,1
2157,577,35,4,108155.49,1,1,0,105407.79,1,0,0,0,1,0
2158,477,48,8,129250.0,2,1,1,157937.35,0,1,0,1,0,0
2159,581,34,1,0.0,2,0,1,81175.25,0,0,1,1,0,0
2160,598,35,8,0.0,3,0,1,88658.73,0,0,1,0,1,0
2161,819,49,1,120656.86,4,0,0,166164.3,0,1,0,0,1,1
2162,828,28,8,134766.85,1,1,0,79355.87,0,0,1,1,0,0
2163,696,24,9,0.0,1,0,0,10883.52,0,0,1,1,0,0
2164,724,29,6,0.0,2,0,1,64729.51,1,0,0,0,1,0
2165,665,25,5,153611.83,2,1,0,35321.65,0,1,0,1,0,0
2166,709,43,8,0.0,2,0,0,168035.62,1,0,0,0,1,1
2167,673,29,4,99097.36,1,1,1,9796.69,0,1,0,0,1,0
2168,691,40,1,0.0,2,1,1,145613.17,0,0,1,1,0,0
2169,704,24,2,148197.15,2,1,0,182775.08,1,0,0,1,0,0
2170,637,27,9,128940.24,1,1,0,46786.92,1,0,0,1,0,0
2171,595,30,5,100683.54,1,1,1,178361.04,0,0,1,0,1,0
2172,545,39,6,0.0,1,0,0,38410.74,0,0,1,0,1,1
2173,741,37,8,170840.08,2,0,0,109843.16,0,1,0,0,1,0
2174,549,43,3,134985.66,1,1,0,6101.41,0,1,0,0,1,0
2175,627,27,0,185267.45,2,1,1,77027.34,0,1,0,1,0,0
2176,795,56,9,94348.94,1,1,0,29239.29,0,1,0,0,1,1
2177,693,43,1,121927.92,1,1,0,87994.95,0,1,0,0,1,1
2178,724,40,6,0.0,2,0,0,106149.48,1,0,0,1,0,0
2179,660,35,8,58641.43,1,0,1,198674.08,0,1,0,1,0,0
2180,614,30,3,131344.52,2,1,0,54776.64,0,1,0,0,1,0
2181,640,33,1,167298.42,1,0,1,145381.65,1,0,0,0,1,0
2182,766,62,7,142724.48,1,0,1,5893.23,0,1,0,0,1,1
2183,645,59,8,121669.93,2,0,0,91.75,0,1,0,0,1,1
2184,760,43,6,175735.5,1,1,1,157337.29,0,0,1,1,0,0
2185,708,44,2,161887.81,2,1,0,84870.23,1,0,0,0,1,0
2186,662,32,4,133950.37,1,1,1,48725.68,1,0,0,0,1,1
2187,724,33,5,103564.83,2,1,0,121085.72,0,1,0,1,0,0
2188,707,32,4,132835.56,1,0,0,136877.24,0,0,1,0,1,0
2189,782,70,7,97072.42,1,0,1,131177.22,1,0,0,0,1,0
2190,744,35,7,0.0,2,1,1,43036.6,0,0,1,1,0,0
2191,845,38,2,112803.92,1,1,0,179631.85,0,0,1,0,1,0
2192,838,35,0,0.0,2,0,1,197305.91,0,0,1,1,0,0
2193,547,42,1,142703.4,1,1,0,86207.49,0,1,0,0,1,1
2194,629,30,2,34013.63,1,1,0,19570.63,0,0,1,0,1,0
2195,554,45,6,0.0,2,1,1,181204.5,1,0,0,0,1,0
2196,687,61,7,80538.56,1,1,0,131305.37,1,0,0,0,1,1
2197,568,43,9,0.0,1,1,0,125870.79,0,0,1,0,1,1
2198,699,47,1,0.0,2,0,1,30117.44,0,0,1,1,0,0
2199,560,41,4,152532.3,1,0,0,10779.69,0,1,0,1,0,0
2200,695,45,3,0.0,2,1,1,30793.61,1,0,0,1,0,0
2201,664,40,9,0.0,2,1,0,194767.3,1,0,0,1,0,0
2202,733,51,10,141556.96,1,1,0,130189.53,1,0,0,1,0,0
2203,717,41,3,135756.96,1,1,1,103706.41,1,0,0,0,1,0
2204,688,36,0,89772.3,1,1,0,177383.68,0,0,1,1,0,1
2205,566,44,5,141428.99,2,0,0,68408.74,0,1,0,0,1,0
2206,779,26,0,0.0,2,0,1,111906.0,1,0,0,0,1,0
2207,628,42,7,0.0,2,0,1,172967.87,0,0,1,1,0,0
2208,648,54,9,120633.42,1,0,0,5924.38,1,0,0,0,1,1
2209,677,58,9,0.0,1,0,1,168650.4,1,0,0,1,0,0
2210,720,33,2,0.0,2,0,1,141031.08,1,0,0,1,0,0
2211,535,49,7,115309.75,1,1,0,111421.77,0,0,1,0,1,0
2212,588,41,6,106116.56,2,1,0,198766.61,0,1,0,1,0,0
2213,543,36,4,0.0,2,1,1,141210.5,1,0,0,1,0,0
2214,643,45,9,150840.03,2,1,0,155516.35,0,0,1,0,1,0
2215,650,24,8,108881.73,1,1,0,104492.83,0,0,1,1,0,0
2216,764,24,7,98148.61,1,1,0,26843.76,1,0,0,1,0,0
2217,662,74,6,0.0,2,1,0,123583.85,1,0,0,1,0,0
2218,732,26,7,0.0,2,1,0,154364.66,1,0,0,1,0,0
2219,610,42,6,0.0,2,1,0,158302.59,0,0,1,1,0,1
2220,701,40,5,169742.64,1,1,1,153537.55,1,0,0,1,0,1
2221,625,39,2,0.0,2,1,0,100403.05,1,0,0,1,0,0
2222,523,40,2,102967.41,1,1,0,128702.1,1,0,0,0,1,1
2223,577,34,2,0.0,2,1,1,84033.35,1,0,0,0,1,0
2224,802,38,1,142557.11,1,1,1,172497.73,1,0,0,1,0,0
2225,722,35,1,120171.58,1,1,0,125240.8,0,0,1,0,1,0
2226,712,34,1,0.0,2,1,1,195052.12,1,0,0,1,0,0
2227,612,24,1,182705.05,1,1,1,171837.06,1,0,0,1,0,0
2228,850,40,6,94607.08,1,1,0,36690.49,0,1,0,1,0,0
2229,719,32,7,0.0,1,0,0,76264.27,0,0,1,0,1,0
2230,675,39,1,0.0,2,1,0,153129.22,1,0,0,1,0,0
2231,724,33,4,88046.88,1,0,1,186942.49,0,1,0,1,0,1
2232,586,37,8,167735.69,2,0,1,104665.79,0,1,0,1,0,0
2233,431,63,6,160982.89,1,1,1,168008.17,1,0,0,1,0,0
2234,463,41,8,123151.51,2,1,0,70127.93,0,1,0,0,1,0
2235,706,35,8,178032.53,1,0,1,42181.68,1,0,0,0,1,0
2236,439,29,6,156569.43,1,1,0,180598.66,1,0,0,0,1,0
2237,491,72,6,91285.22,1,1,1,7032.95,1,0,0,0,1,0
2238,572,43,2,140431.98,1,1,0,26450.57,1,0,0,1,0,1
2239,799,39,7,167395.6,2,0,1,139537.43,0,1,0,0,1,0
2240,636,36,6,96643.32,1,0,0,182059.28,0,1,0,1,0,0
2241,633,29,10,130206.28,1,1,0,184654.87,1,0,0,1,0,0
2242,524,28,1,93577.3,1,1,1,51670.82,1,0,0,1,0,0
2243,555,62,10,114822.64,1,0,1,8444.5,0,1,0,0,1,0
2244,637,43,3,172196.23,1,1,1,104769.96,0,0,1,1,0,0
2245,730,39,1,116537.6,1,0,0,145679.6,1,0,0,1,0,0
2246,779,37,2,128389.63,1,1,1,6589.16,0,1,0,0,1,1
2247,494,41,2,69974.66,2,1,0,188426.13,0,0,1,0,1,1
2248,675,50,1,133204.91,1,0,1,8270.06,0,0,1,0,1,0
2249,602,37,3,107592.89,2,0,1,153122.73,0,0,1,1,0,0
2250,829,22,7,150126.44,1,1,0,152107.93,1,0,0,0,1,1
2251,606,27,2,130274.26,2,1,0,147533.09,0,1,0,1,0,0
2252,850,34,2,0.0,2,0,0,51919.04,1,0,0,0,1,0
2253,533,52,7,0.0,1,0,1,194113.99,0,0,1,0,1,1
2254,529,35,5,0.0,2,1,0,56518.0,0,0,1,0,1,0
2255,736,43,4,176134.54,1,1,1,52856.88,1,0,0,1,0,0
2256,610,40,0,0.0,2,1,0,62232.6,1,0,0,1,0,0
2257,769,31,6,117852.26,2,1,0,147668.64,1,0,0,0,1,0
2258,685,30,3,90536.81,1,0,1,63082.88,0,1,0,1,0,0
2259,738,62,10,83008.31,1,1,1,42766.03,0,1,0,1,0,0
2260,754,34,7,0.0,2,1,1,65219.85,1,0,0,1,0,0
2261,592,26,4,105082.07,2,1,0,132801.57,0,1,0,0,1,0
2262,796,32,5,102773.15,2,0,1,117832.88,0,0,1,1,0,0
2263,604,33,3,148659.48,1,0,0,42437.75,1,0,0,1,0,0
2264,619,33,3,100488.92,2,0,1,36446.74,0,1,0,0,1,0
2265,698,57,6,136325.48,2,1,1,72549.27,1,0,0,1,0,1
2266,752,37,5,113291.05,2,1,1,132467.54,0,1,0,0,1,0
2267,810,51,5,0.0,2,0,1,184524.74,1,0,0,0,1,0
2268,630,36,2,110414.48,1,1,1,48984.95,1,0,0,0,1,0
2269,534,23,5,104822.45,1,0,1,160176.47,1,0,0,0,1,0
2270,706,46,2,127660.46,2,1,0,150156.82,0,0,1,0,1,1
2271,518,29,9,125961.74,2,1,0,160303.08,0,1,0,1,0,1
2272,850,39,6,133214.13,1,0,1,20769.88,0,0,1,1,0,0
2273,695,46,7,49512.55,1,1,0,133007.34,1,0,0,1,0,0
2274,584,40,4,82441.75,1,0,0,80852.11,1,0,0,0,1,0
2275,567,38,1,125877.65,2,1,1,107841.77,1,0,0,0,1,0
2276,630,26,5,0.0,2,1,0,182612.38,1,0,0,0,1,0
2277,757,49,2,0.0,2,0,0,164482.92,1,0,0,0,1,0
2278,720,59,6,0.0,2,1,1,160849.43,0,0,1,0,1,1
2279,563,30,7,90727.79,1,1,0,122268.75,1,0,0,1,0,0
2280,712,37,7,93978.96,2,1,0,60651.77,0,1,0,1,0,0
2281,759,38,1,0.0,2,1,0,20778.39,0,0,1,1,0,0
2282,703,51,3,0.0,3,1,1,77294.56,1,0,0,0,1,1
2283,797,31,8,0.0,2,1,0,117916.63,0,0,1,0,1,0
2284,580,55,6,104305.74,1,0,1,175750.21,1,0,0,1,0,0
2285,785,33,5,136624.6,2,1,1,169117.74,0,1,0,0,1,0
2286,782,27,3,0.0,2,1,0,143614.01,0,0,1,0,1,0
2287,603,35,1,123407.69,1,1,0,152541.89,0,1,0,1,0,1
2288,734,30,3,0.0,2,1,0,107640.25,1,0,0,1,0,0
2289,745,54,8,0.0,1,1,0,173912.29,0,0,1,0,1,1
2290,586,35,7,0.0,2,1,0,70760.69,1,0,0,0,1,0
2291,588,46,8,0.0,1,1,0,61931.21,0,0,1,1,0,0
2292,699,43,3,80764.03,1,1,0,199378.58,1,0,0,0,1,1
2293,518,28,9,85146.36,1,0,0,2803.89,1,0,0,0,1,0
2294,729,36,8,109106.8,1,0,0,121311.12,1,0,0,0,1,0
2295,751,36,5,73194.99,1,1,1,89222.66,0,1,0,1,0,0
2296,650,46,9,149003.76,2,1,0,176902.83,0,1,0,0,1,0
2297,542,29,9,0.0,1,1,0,8342.35,1,0,0,1,0,0
2298,485,41,2,100254.76,2,1,1,12706.67,1,0,0,1,0,0
2299,669,35,7,0.0,1,1,1,49108.23,1,0,0,0,1,1
2300,774,26,5,0.0,2,1,1,64716.08,1,0,0,0,1,0
2301,578,38,4,113150.44,2,1,0,176712.59,0,1,0,0,1,1
2302,591,40,1,86376.29,1,0,1,136767.16,0,0,1,0,1,1
2303,639,35,5,136526.26,2,1,0,59653.03,0,0,1,0,1,0
2304,728,43,7,0.0,2,1,0,40023.7,1,0,0,1,0,0
2305,794,57,3,117056.46,1,1,0,93336.93,0,1,0,1,0,1
2306,651,34,2,90355.12,2,0,0,193597.94,0,1,0,1,0,0
2307,643,45,5,0.0,1,1,0,142513.5,1,0,0,1,0,1
2308,552,50,4,121175.56,1,1,0,117505.07,0,1,0,1,0,1
2309,515,25,7,79543.59,1,0,1,38772.82,1,0,0,0,1,0
2310,600,32,1,78535.25,1,1,0,64349.6,1,0,0,0,1,0
2311,775,42,6,133970.22,2,0,1,187839.9,1,0,0,1,0,0
2312,683,35,6,187530.66,2,1,1,37976.36,1,0,0,0,1,0
2313,658,31,5,100082.14,1,0,1,49809.88,1,0,0,1,0,0
2314,545,60,7,128981.07,1,0,1,176924.21,0,1,0,0,1,1
2315,515,66,6,0.0,2,1,1,160663.11,1,0,0,0,1,0
2316,597,40,8,101993.12,1,0,1,94774.12,0,0,1,0,1,0
2317,684,37,4,138476.41,2,1,1,52367.29,0,1,0,1,0,0
2318,635,65,5,117325.54,1,1,0,155799.86,0,1,0,0,1,1
2319,705,40,5,203715.15,1,1,0,179978.68,0,0,1,0,1,1
2320,589,37,6,138497.84,1,0,1,18988.58,1,0,0,0,1,0
2321,758,33,0,129142.54,2,1,1,26606.28,0,1,0,1,0,0
2322,632,36,7,0.0,2,1,1,52526.65,1,0,0,0,1,0
2323,708,67,1,0.0,2,0,1,3837.08,1,0,0,0,1,0
2324,727,62,5,0.0,2,0,1,38652.96,1,0,0,1,0,0
2325,603,30,6,129548.5,2,1,1,19282.85,0,0,1,1,0,0
2326,634,53,3,113781.5,2,1,1,106345.05,0,1,0,0,1,1
2327,644,18,8,0.0,2,1,0,59172.42,0,0,1,1,0,0
2328,501,57,10,0.0,2,1,1,47847.19,1,0,0,1,0,0
2329,711,38,4,123345.85,1,1,0,141827.83,1,0,0,1,0,0
2330,742,25,4,132116.13,2,1,0,129933.5,1,0,0,0,1,0
2331,633,61,3,157201.48,1,0,1,50368.63,1,0,0,1,0,0
2332,543,36,6,0.0,2,1,0,176728.28,1,0,0,1,0,0
2333,508,49,7,122451.46,2,1,1,75808.1,1,0,0,1,0,0
2334,733,38,5,0.0,2,1,1,1271.51,0,0,1,0,1,0
2335,588,37,7,70258.88,2,1,0,139607.61,0,1,0,0,1,0
2336,850,43,4,161256.53,1,1,1,140071.57,1,0,0,1,0,0
2337,544,48,10,78314.63,3,1,1,103713.93,1,0,0,1,0,1
2338,703,33,8,190566.65,1,1,1,79997.14,1,0,0,0,1,0
2339,682,26,8,0.0,2,1,0,178373.43,1,0,0,1,0,0
2340,827,60,2,0.0,2,0,1,60615.83,1,0,0,0,1,0
2341,452,60,6,121730.49,1,1,1,142963.29,1,0,0,0,1,0
2342,561,28,3,0.0,2,1,0,191387.76,0,0,1,0,1,0
2343,608,23,8,197715.93,2,1,1,116124.28,0,1,0,1,0,0
2344,698,27,1,94920.71,1,1,1,40339.9,1,0,0,0,1,0
2345,740,31,8,0.0,2,0,0,86657.48,0,0,1,0,1,0
2346,694,37,1,95668.82,2,1,0,100335.55,0,1,0,1,0,0
2347,700,32,3,0.0,1,0,0,95740.37,1,0,0,0,1,0
2348,677,72,8,0.0,2,1,1,153604.44,1,0,0,0,1,0
2349,850,62,5,0.0,2,1,1,180243.56,0,0,1,1,0,0
2350,581,34,1,101633.04,1,1,0,110431.51,0,1,0,0,1,0
2351,666,38,6,127043.09,1,1,1,8247.0,1,0,0,0,1,0
2352,754,39,6,170184.99,2,1,0,89593.26,0,0,1,1,0,0
2353,617,61,7,91070.43,1,1,1,101839.77,0,0,1,1,0,0
2354,688,33,2,0.0,1,0,0,27557.18,0,0,1,0,1,1
2355,591,33,4,113743.37,1,1,0,124625.08,1,0,0,0,1,0
2356,613,35,4,123557.65,2,0,1,170903.4,0,0,1,1,0,0
2357,850,44,5,128605.32,1,0,1,171096.2,0,1,0,0,1,0
2358,774,47,6,94722.88,1,0,1,61450.96,1,0,0,0,1,0
2359,711,58,9,91285.13,2,1,1,26767.85,1,0,0,1,0,0
2360,697,42,1,0.0,1,1,0,1262.83,1,0,0,0,1,1
2361,729,28,0,0.0,2,1,1,31165.06,0,0,1,0,1,1
2362,535,53,5,141616.55,2,1,1,75888.65,0,1,0,0,1,0
2363,681,32,3,0.0,2,1,1,59679.9,0,0,1,0,1,0
2364,790,40,9,0.0,2,1,1,70607.1,1,0,0,0,1,0
2365,714,42,2,177640.09,1,0,1,47166.55,0,1,0,1,0,0
2366,735,31,3,119558.35,1,0,0,72927.68,1,0,0,1,0,0
2367,424,34,7,0.0,1,1,1,16250.61,0,0,1,1,0,0
2368,715,41,4,94267.9,1,0,1,152821.12,1,0,0,1,0,1
2369,671,29,3,0.0,2,1,0,158043.11,1,0,0,0,1,0
2370,491,68,1,95039.12,1,0,1,116471.14,0,1,0,0,1,1
2371,670,37,0,178742.71,1,1,1,194493.57,0,0,1,1,0,0
2372,696,43,4,114091.38,1,0,1,159888.1,0,1,0,1,0,0
2373,583,57,3,238387.56,1,0,1,147964.99,1,0,0,0,1,1
2374,606,39,3,0.0,2,1,0,50560.45,1,0,0,0,1,1
2375,600,35,4,143744.77,2,1,0,104076.51,1,0,0,1,0,0
2376,513,35,8,0.0,1,1,0,76640.29,1,0,0,1,0,1
2377,494,67,5,0.0,2,1,1,85890.16,0,0,1,1,0,0
2378,677,56,5,123959.97,1,1,1,60590.72,0,0,1,1,0,1
2379,594,34,7,141525.55,1,0,0,9443.15,1,0,0,0,1,0
2380,765,42,4,123311.39,2,1,1,82868.34,1,0,0,1,0,0
2381,678,46,1,0.0,2,0,0,82106.19,1,0,0,0,1,0
2382,695,53,8,95231.91,1,0,0,70140.8,0,1,0,0,1,1
2383,569,38,7,0.0,1,1,1,108469.2,1,0,0,1,0,0
2384,535,48,5,134542.73,1,1,1,58203.67,0,1,0,1,0,1
2385,705,35,5,0.0,1,1,0,133991.11,1,0,0,0,1,1
2386,682,64,9,0.0,2,1,1,103318.44,0,0,1,0,1,0
2387,461,51,9,119889.84,1,0,0,56767.67,1,0,0,1,0,1
2388,650,28,5,122034.4,3,0,1,146663.43,0,1,0,0,1,1
2389,668,36,3,133686.52,1,1,0,190958.48,0,0,1,0,1,1
2390,587,46,6,88820.29,1,0,0,70224.34,1,0,0,0,1,0
2391,678,37,8,149000.91,2,1,1,21472.42,0,1,0,0,1,0
2392,778,44,8,123863.64,1,1,0,144494.94,1,0,0,1,0,0
2393,645,29,1,130131.08,2,0,1,196474.35,1,0,0,1,0,0
2394,536,53,2,143923.96,1,1,0,2019.78,0,0,1,1,0,1
2395,480,47,8,75408.33,1,1,0,25887.89,0,0,1,1,0,1
2396,587,48,1,0.0,2,1,1,8908.0,0,0,1,1,0,0
2397,546,29,5,0.0,1,1,1,94823.95,1,0,0,1,0,0
2398,850,42,8,119839.69,1,0,1,51016.02,0,1,0,1,0,1
2399,662,26,0,0.0,2,0,1,72929.96,1,0,0,1,0,0
2400,581,38,3,135157.05,1,1,1,32919.42,0,1,0,0,1,0
2401,712,39,5,163097.55,2,1,1,23702.42,0,0,1,0,1,0
2402,616,45,6,128352.59,3,1,1,144000.59,0,1,0,0,1,1
2403,695,31,8,0.0,2,0,1,131644.41,0,0,1,0,1,0
2404,646,39,0,154439.86,1,1,0,171519.06,0,1,0,1,0,0
2405,593,40,2,0.0,1,1,1,5194.95,0,0,1,0,1,0
2406,548,29,5,83442.98,1,0,1,177017.39,1,0,0,1,0,0
2407,792,29,4,107601.79,1,1,0,18922.18,0,1,0,0,1,1
2408,726,42,2,109471.79,1,0,1,175161.05,1,0,0,0,1,0
2409,709,35,1,111827.27,2,1,0,12674.68,0,0,1,0,1,0
2410,538,42,9,0.0,1,0,0,152855.96,0,0,1,0,1,0
2411,553,46,3,82291.1,1,1,0,112549.99,0,1,0,1,0,1
2412,634,36,2,85996.19,1,1,0,15887.68,0,0,1,1,0,0
2413,763,35,9,0.0,1,1,1,31372.91,1,0,0,1,0,0
2414,788,34,6,156478.62,1,0,1,181196.76,0,0,1,1,0,0
2415,548,49,9,108437.89,1,0,0,127022.87,0,1,0,1,0,1
2416,621,55,7,131033.76,1,0,1,75685.59,0,1,0,0,1,1
2417,795,37,2,139265.63,2,1,1,198745.94,0,1,0,1,0,0
2418,621,50,3,163085.79,1,0,1,131048.36,0,0,1,1,0,0
2419,559,67,9,125919.35,1,1,0,175910.95,0,0,1,1,0,1
2420,610,26,8,0.0,2,1,0,166031.08,1,0,0,1,0,0
2421,618,48,7,0.0,1,1,0,13921.82,1,0,0,1,0,1
2422,669,23,1,0.0,2,0,0,66088.83,1,0,0,1,0,0
2423,663,26,5,141462.13,1,1,0,440.2,1,0,0,1,0,0
2424,648,32,0,0.0,1,0,1,117323.31,1,0,0,1,0,0
2425,726,31,9,114722.05,2,1,1,98178.57,1,0,0,0,1,0
2426,628,28,4,0.0,2,1,1,176750.81,0,0,1,1,0,0
2427,523,39,3,0.0,2,1,0,6726.53,1,0,0,1,0,0
2428,718,25,7,0.0,2,1,0,30380.12,1,0,0,0,1,0
2429,645,49,4,160133.88,1,0,1,88391.97,0,1,0,1,0,0
2430,600,31,8,0.0,2,1,1,121555.51,1,0,0,1,0,0
2431,539,38,8,105435.74,1,0,0,80575.44,0,1,0,0,1,1
2432,512,30,6,0.0,2,1,0,88827.31,1,0,0,0,1,0
2433,738,40,6,114940.67,2,1,1,194895.57,0,1,0,0,1,1
2434,724,30,10,0.0,2,1,1,54265.55,1,0,0,1,0,0
2435,584,41,3,88594.93,1,1,0,178997.89,0,1,0,0,1,0
2436,581,27,5,102258.11,2,1,0,194681.6,1,0,0,0,1,0
2437,598,48,6,120682.53,1,1,0,30635.52,1,0,0,1,0,1
2438,465,53,1,117438.17,1,0,0,74898.8,0,1,0,1,0,1
2439,723,45,4,0.0,2,1,0,37214.39,0,0,1,0,1,0
2440,850,31,3,0.0,2,1,0,121866.87,1,0,0,1,0,0
2441,736,42,7,117280.23,3,0,0,41921.06,1,0,0,0,1,1
2442,581,55,6,0.0,1,1,1,22442.13,1,0,0,0,1,0
2443,538,43,5,0.0,2,1,0,126933.73,0,0,1,1,0,0
2444,748,40,4,0.0,2,1,0,132368.47,0,0,1,0,1,0
2445,663,24,7,0.0,2,1,1,166310.82,1,0,0,1,0,0
2446,628,34,4,158741.43,2,1,1,126192.54,1,0,0,1,0,0
2447,516,27,9,0.0,1,1,0,142680.64,1,0,0,1,0,1
2448,850,38,2,102741.15,2,0,1,23974.85,0,1,0,0,1,0
2449,667,36,8,139753.35,1,1,0,79871.16,1,0,0,1,0,0
2450,760,33,1,118114.28,2,0,1,156660.21,0,0,1,0,1,0
2451,685,43,1,132667.17,1,1,1,41876.98,1,0,0,0,1,0
2452,485,34,3,133658.24,1,1,0,70209.83,0,1,0,1,0,0
2453,711,35,2,133607.75,1,1,1,120586.32,0,1,0,0,1,0
2454,784,40,8,0.0,2,1,0,108891.3,0,0,1,0,1,0
2455,562,41,5,165445.04,2,1,0,85787.31,0,0,1,1,0,0
2456,800,40,5,97764.41,1,1,0,98640.15,1,0,0,0,1,1
2457,643,36,7,161064.64,2,0,1,84294.82,1,0,0,1,0,0
2458,599,33,2,51949.95,2,1,0,85045.92,0,1,0,1,0,0
2459,653,31,7,102575.04,1,1,1,11043.54,1,0,0,0,1,0
2460,749,47,9,110022.74,1,0,1,135655.29,0,1,0,1,0,1
2461,630,28,1,0.0,2,1,1,133267.78,1,0,0,0,1,0
2462,682,40,4,0.0,2,1,1,140745.91,1,0,0,1,0,0
2463,714,31,4,125169.26,1,1,1,106636.89,1,0,0,0,1,0
2464,617,37,9,101707.8,1,1,0,123866.28,0,0,1,0,1,0
2465,725,19,0,75888.2,1,0,0,45613.75,0,1,0,1,0,0
2466,664,44,7,77526.66,3,0,0,57338.56,0,0,1,1,0,1
2467,651,35,2,86911.8,1,1,0,174094.24,1,0,0,1,0,0
2468,663,35,9,0.0,2,1,1,195580.28,1,0,0,1,0,0
2469,571,44,9,0.0,2,0,0,38433.35,1,0,0,1,0,0
2470,527,31,1,112203.25,1,1,0,182266.01,1,0,0,0,1,0
2471,505,33,3,106506.77,3,1,0,45445.78,0,1,0,0,1,1
2472,667,43,1,103018.45,1,1,0,32462.39,0,1,0,1,0,1
2473,513,34,7,60515.13,1,0,0,124571.09,0,1,0,1,0,0
2474,628,30,8,89182.09,1,1,1,13126.9,1,0,0,1,0,0
2475,676,49,1,0.0,1,1,0,79342.31,1,0,0,0,1,1
2476,672,28,4,167268.98,1,1,1,169469.3,1,0,0,1,0,0
2477,516,35,5,128653.59,1,1,0,127558.26,1,0,0,1,0,0
2478,672,34,8,0.0,2,1,1,16245.25,1,0,0,0,1,0
2479,709,31,6,0.0,2,1,1,71009.84,1,0,0,1,0,0
2480,590,39,9,0.0,2,1,1,104730.52,1,0,0,1,0,0
2481,773,25,2,135903.33,1,1,0,73656.38,1,0,0,1,0,0
2482,470,34,9,0.0,2,0,1,89013.67,0,0,1,1,0,0
2483,697,38,6,132591.36,1,1,1,7387.8,0,1,0,0,1,1
2484,630,40,8,0.0,2,1,1,42495.81,1,0,0,1,0,0
2485,382,36,0,0.0,1,1,1,179540.73,0,0,1,1,0,1
2486,604,43,2,145081.72,1,1,1,23881.62,0,0,1,1,0,0
2487,659,37,1,151105.68,1,1,1,140934.57,1,0,0,0,1,0
2488,438,36,4,0.0,2,1,0,64420.5,1,0,0,0,1,0
2489,769,26,7,0.0,2,1,0,176843.53,1,0,0,0,1,0
